County,tot_change,Natural,Births,Deaths,Migration_otal,International,Domestic
".Seminole County, Florida",49116,12028,42240,30212,37331,15383,21948
".Sumter County, Florida",39000,-10573,4311,14884,48895,-134,49029
".Suwannee County, Florida",2862,-812,4269,5081,3596,120,3476
".Taylor County, Florida",-1005,-86,2169,2255,-932,115,-1047
".Union County, Florida",-298,-518,1485,2003,220,79,141
".Volusia County, Florida",58688,-17980,44574,62554,76304,9914,66390
".Wakulla County, Florida",2956,601,3025,2424,2336,81,2255
".Walton County, Florida",19025,1119,6746,5627,17646,224,17422
".Washington County, Florida",577,-491,2231,2722,1034,69,965
".Appling County, Georgia",148,471,2305,1834,-329,-11,-318
".Atkinson County, Georgia",-215,495,1158,663,-718,19,-737
".Bacon County, Georgia",67,222,1414,1192,-151,-14,-137
".Baker County, Georgia",-409,43,295,252,-455,2,-457
".Baldwin County, Georgia",-950,184,4170,3986,-1204,273,-1477
".Banks County, Georgia",855,380,1830,1450,482,94,388
".Barrow County, Georgia",13884,4391,9673,5282,9399,442,8957
".Bartow County, Georgia",7646,3937,12017,8080,3744,172,3572
".Ben Hill County, Georgia",-960,90,2099,2009,-1043,18,-1061
".Berrien County, Georgia",104,233,2135,1902,-138,188,-326
".Bibb County, Georgia",-2624,4873,20009,15136,-7490,1590,-9080
".Bleckley County, Georgia",-191,-73,1223,1296,-126,82,-208
".Brantley County, Georgia",681,245,1989,1744,434,-59,493
".Brooks County, Georgia",-857,-24,1784,1808,-851,122,-973
".Bryan County, Georgia",9412,2421,4676,2255,6959,309,6650
".Bulloch County, Georgia",9365,3270,8052,4782,5980,1037,4943
".Burke County, Georgia",-943,651,2924,2273,-1615,-3,-1612
".Butts County, Georgia",1241,129,2490,2361,1095,-5,1100
".Calhoun County, Georgia",-508,-51,506,557,-462,31,-493
".Camden County, Georgia",4154,4249,7342,3093,-117,559,-676
".Candler County, Georgia",-196,93,1296,1203,-291,47,-338
".Carroll County, Georgia",9422,4403,13799,9396,5036,923,4113
".Catoosa County, Georgia",3655,1109,6696,5587,2594,82,2512
".Charlton County, Georgia",1221,145,1111,966,961,565,396
".Chatham County, Georgia",24303,13876,35609,21733,10368,5620,4748
".Chattahoochee County, Georgia",-356,1856,2156,300,-2284,1558,-3842
".Chattooga County, Georgia",-1233,-263,2673,2936,-977,50,-1027
".Cherokee County, Georgia",44392,12837,25907,13070,31359,1852,29507
".Clarke County, Georgia",11643,6042,12768,6726,5458,3695,1763
".Clay County, Georgia",-352,-65,294,359,-293,-25,-268
".Clayton County, Georgia",32626,24213,39345,15132,8291,5682,2609
".Clinch County, Georgia",-174,187,879,692,-365,91,-456
".Cobb County, Georgia",72076,48642,86635,37993,23793,20133,3660
".Coffee County, Georgia",926,1812,5475,3663,-927,145,-1072
".Colquitt County, Georgia",104,1765,6136,4371,-1647,138,-1785
".Columbia County, Georgia",32698,7861,16014,8153,24616,1752,22864
".Cook County, Georgia",63,255,2016,1761,-200,3,-203
".Coweta County, Georgia",21140,6250,15257,9007,14818,1327,13491
".Crawford County, Georgia",-197,18,1166,1148,-216,88,-304
".Crisp County, Georgia",-1061,402,2705,2303,-1488,141,-1629
".Dade County, Georgia",-527,-146,1491,1637,-378,-52,-326
".Dawson County, Georgia",3726,403,2247,1844,3304,59,3245
".Decatur County, Georgia",-1438,483,3399,2916,-1929,-59,-1870
".DeKalb County, Georgia",67336,60329,101740,41411,7260,41326,-34066
".Dodge County, Georgia",-1191,89,2153,2064,-1278,37,-1315
".Dooly County, Georgia",-1535,-148,986,1134,-1402,39,-1441
".Dougherty County, Georgia",-6608,3817,12189,8372,-10507,742,-11249
".Douglas County, Georgia",14061,7559,16062,8503,6514,844,5670
".Early County, Georgia",-818,26,1271,1245,-851,32,-883
".Echols County, Georgia",-17,296,542,246,-314,51,-365
".Effingham County, Georgia",12041,3080,6916,3836,8924,332,8592
".Elbert County, Georgia",-970,-283,2081,2364,-680,-9,-671
".Emanuel County, Georgia",50,256,2895,2639,-209,-22,-187
".Evans County, Georgia",-348,349,1400,1051,-715,-27,-688
".Fannin County, Georgia",2479,-1075,1883,2958,3536,-53,3589
".Fayette County, Georgia",7861,193,7821,7628,7695,1765,5930
".Floyd County, Georgia",2184,1210,10991,9781,1035,1375,-340
".Forsyth County, Georgia",68768,11675,21538,9863,56491,4039,52452
".Franklin County, Georgia",1256,-134,2514,2648,1396,204,1192
".Fulton County, Georgia",143492,58479,116012,57533,84206,33347,50859
".Gilmer County, Georgia",3075,233,2951,2718,2826,228,2598
".Glascock County, Georgia",-115,-104,260,364,-13,9,-22
".Glynn County, Georgia",5665,1153,8978,7825,4534,568,3966
".Gordon County, Georgia",2742,1712,6410,4698,1061,327,734
".Grady County, Georgia",-380,795,3150,2355,-1174,131,-1305
".Greene County, Georgia",2328,-285,1553,1838,2602,228,2374
".Gwinnett County, Georgia",130964,70132,107379,37247,61199,28614,32585
".Habersham County, Georgia",2296,718,4729,4011,1572,96,1476
".Hall County, Georgia",24717,10762,23794,13032,13974,1471,12503
".Hancock County, Georgia",-944,-260,643,903,-719,50,-769
".Haralson County, Georgia",1017,-72,3205,3277,1095,-34,1129
".Harris County, Georgia",3242,325,2753,2428,2932,36,2896
".Hart County, Georgia",995,-171,2510,2681,1176,25,1151
".Heard County, Georgia",94,33,1202,1169,62,-14,76
".Henry County, Georgia",30784,9479,22443,12964,21336,1444,19892
".Houston County, Georgia",18044,8337,18734,10397,9752,2645,7107
".Irwin County, Georgia",-97,-22,948,970,-101,-3,-98
".Jackson County, Georgia",12516,2353,7545,5192,10117,213,9904
".Jasper County, Georgia",325,282,1547,1265,33,13,20
".Jeff Davis County, Georgia",41,449,1908,1459,-405,36,-441
".Jefferson County, Georgia",-1554,-168,1891,2059,-1401,41,-1442
".Jenkins County, Georgia",343,-26,926,952,300,56,244
".Johnson County, Georgia",-331,-15,877,892,-314,-14,-300
".Jones County, Georgia",67,288,2698,2410,-218,15,-233
".Lamar County, Georgia",766,-50,1867,1917,796,224,572
".Lanier County, Georgia",346,435,1257,822,-94,48,-142
".Laurens County, Georgia",-889,807,5937,5130,-1686,62,-1748
".Lee County, Georgia",1697,1331,3242,1911,351,124,227
".Liberty County, Georgia",-2150,9954,13155,3201,-12513,2322,-14835
".Lincoln County, Georgia",-75,-122,684,806,45,29,16
".Long County, Georgia",5215,1535,2391,856,3610,241,3369
".Lowndes County, Georgia",8158,7084,15083,7999,918,1835,-917
".Lumpkin County, Georgia",3657,350,2785,2435,3248,-8,3256
".McDuffie County, Georgia",-555,454,2671,2217,-1005,-87,-918
".McIntosh County, Georgia",48,-64,1098,1162,99,-6,105
".Macon County, Georgia",-1796,-163,1259,1422,-1656,80,-1736
".Madison County, Georgia",1713,423,3079,2656,1307,214,1093
".Marion County, Georgia",-379,95,831,736,-479,37,-516
".Meriwether County, Georgia",-811,-110,2324,2434,-702,8,-710
".Miller County, Georgia",-409,-116,633,749,-295,6,-301
".Mitchell County, Georgia",-1638,247,2520,2273,-1903,81,-1984
".Monroe County, Georgia",1411,-60,2498,2558,1491,-31,1522
".Montgomery County, Georgia",-9,133,916,783,-149,36,-185
".Morgan County, Georgia",1405,149,1819,1670,1255,-7,1262
".Murray County, Georgia",468,1170,4594,3424,-695,210,-905
".Muscogee County, Georgia",5199,10694,27903,17209,-5829,4920,-10749
".Newton County, Georgia",11777,4760,12431,7671,7062,485,6577
".Oconee County, Georgia",7449,1034,3172,2138,6412,341,6071
".Oglethorpe County, Georgia",378,165,1460,1295,210,55,155
".Paulding County, Georgia",26270,9388,17470,8082,16860,512,16348
".Peach County, Georgia",-261,498,2833,2335,-782,183,-965
".Pickens County, Georgia",3187,-145,2804,2949,3311,52,3259
".Pierce County, Georgia",705,393,2248,1855,320,-35,355
".Pike County, Georgia",1089,28,1580,1552,1074,9,1065
".Polk County, Georgia",1118,847,5233,4386,276,164,112
".Pulaski County, Georgia",-862,-167,827,994,-703,-20,-683
".Putnam County, Georgia",901,-60,2146,2206,958,41,917
".Quitman County, Georgia",-211,-54,221,275,-158,-4,-154
".Rabun County, Georgia",864,-476,1376,1852,1350,45,1305
".Randolph County, Georgia",-943,-83,741,824,-879,-6,-873
".Richmond County, Georgia",1924,9200,27178,17978,-7186,2673,-9859
".Rockdale County, Georgia",5727,3017,9155,6138,2730,570,2160
".Schley County, Georgia",244,133,461,328,111,71,40
".Screven County, Georgia",-628,119,1725,1606,-759,25,-784
".Seminole County, Georgia",-639,-203,908,1111,-441,-4,-437
".Spalding County, Georgia",2594,871,7739,6868,1729,115,1614
".Stephens County, Georgia",-228,-357,2846,3203,142,3,139
".Stewart County, Georgia",561,-209,401,610,722,1247,-525
".Sumter County, Georgia",-3291,387,3654,3267,-3720,189,-3909
".Talbot County, Georgia",-695,-198,528,726,-502,-1,-501
".Taliaferro County, Georgia",-180,-73,136,209,-110,8,-118
".Tattnall County, Georgia",-224,426,2613,2187,-664,340,-1004
".Taylor County, Georgia",-889,-116,800,916,-792,-2,-790
".Telfair County, Georgia",-630,-121,1235,1356,-531,425,-956
".Terrell County, Georgia",-976,92,1069,977,-1077,1,-1078
".Thomas County, Georgia",-272,567,5253,4686,-809,190,-999
".Tift County, Georgia",508,1517,5219,3702,-1056,21,-1077
".Toombs County, Georgia",-340,795,3614,2819,-1121,-54,-1067
".Towns County, Georgia",1560,-791,786,1577,2314,34,2280
".Treutlen County, Georgia",18,45,701,656,-28,55,-83
".Troup County, Georgia",2882,1987,8355,6368,934,776,158
".Turner County, Georgia",-948,10,1030,1020,-995,-16,-979
".Twiggs County, Georgia",-906,-212,829,1041,-703,107,-810
".Union County, Georgia",3153,-1300,1529,2829,4428,-12,4440
".Upson County, Georgia",-829,-411,2990,3401,-414,-18,-396
".Walker County, Georgia",1023,-177,6859,7036,1243,82,1161
".Walton County, Georgia",10787,2563,9929,7366,8232,151,8081
".Ware County, Georgia",-564,332,4516,4184,-902,23,-925
".Warren County, Georgia",-580,-158,551,709,-425,8,-433
".Washington County, Georgia",-808,88,2146,2058,-921,8,-929
".Wayne County, Georgia",-170,533,3631,3098,-722,109,-831
".Webster County, Georgia",-192,17,210,193,-214,0,-214
".Wheeler County, Georgia",424,38,588,550,333,-1,334
".White County, Georgia",3659,-36,2481,2517,3683,139,3544
".Whitfield County, Georgia",2023,5379,12828,7449,-3314,415,-3729
".Wilcox County, Georgia",-621,-130,829,959,-508,11,-519
".Wilkes County, Georgia",-816,-304,980,1284,-541,102,-643
".Wilkinson County, Georgia",-616,-98,994,1092,-519,-4,-515
".Worth County, Georgia",-1420,183,2264,2081,-1620,-2,-1618
".Hawaii County, Hawaii",16437,6466,21947,15481,10050,4742,5308
".Honolulu County, Hawaii",21357,50711,121272,70561,-28785,46111,-74896
".Kalawao County, Hawaii",-4,-4,0,4,0,0,0
".Kauai County, Hawaii",5198,2469,7902,5433,2788,2802,-14
".Maui County, Hawaii",12577,7138,18012,10874,5518,6138,-620
".Ada County, Idaho",89215,20796,46644,25848,68011,5883,62128
".Adams County, Idaho",316,-52,273,325,364,6,358
".Bannock County, Idaho",4966,5327,11717,6390,-357,1670,-2027
".Bear Lake County, Idaho",139,165,750,585,-29,14,-43
".Benewah County, Idaho",15,-111,977,1088,126,18,108
".Bingham County, Idaho",1206,3146,6429,3283,-1975,131,-2106
".Blaine County, Idaho",1644,1029,1991,962,616,872,-256
".Boise County, Idaho",804,-65,416,481,853,29,824
".Bonner County, Idaho",4862,-133,3769,3902,4969,21,4948
".Bonneville County, Idaho",14768,10148,17730,7582,4662,165,4497
".Boundary County, Idaho",1273,191,1226,1035,1080,96,984
".Butte County, Idaho",-296,28,274,246,-329,0,-329
".Camas County, Idaho",-11,36,95,59,-50,-4,-46
".Canyon County, Idaho",40927,15708,28789,13081,25093,42,25051
".Caribou County, Idaho",192,265,854,589,-76,72,-148
".Cassia County, Idaho",1066,1746,3555,1809,-682,148,-830
".Clark County, Idaho",-137,23,86,63,-165,41,-206
".Clearwater County, Idaho",-5,-401,605,1006,399,21,378
".Custer County, Idaho",-51,-39,349,388,-15,8,-23
".Elmore County, Idaho",471,2617,4302,1685,-2201,1131,-3332
".Franklin County, Idaho",1090,904,1839,935,183,-98,281
".Fremont County, Idaho",-138,774,1745,971,-927,61,-988
".Gem County, Idaho",1393,-18,1836,1854,1406,77,1329
".Gooding County, Idaho",-293,577,1897,1320,-876,92,-968
".Idaho County, Idaho",400,-242,1435,1677,658,16,642
".Jefferson County, Idaho",3727,3021,4459,1438,705,57,648
".Jerome County, Idaho",2057,2180,3660,1480,-127,758,-885
".Kootenai County, Idaho",27231,4026,16346,12320,23102,-645,23747
".Latah County, Idaho",2865,2029,4094,2065,850,1233,-383
".Lemhi County, Idaho",91,-227,681,908,315,-21,336
".Lewis County, Idaho",17,-9,358,367,30,39,-9
".Lincoln County, Idaho",160,314,670,356,-155,173,-328
".Madison County, Idaho",2359,8895,10123,1228,-6602,240,-6842
".Minidoka County, Idaho",984,1344,2954,1610,-365,231,-596
".Nez Perce County, Idaho",1138,-196,4408,4604,1363,14,1349
".Oneida County, Idaho",245,119,474,355,126,20,106
".Owyhee County, Idaho",297,419,1284,865,-127,29,-156
".Payette County, Idaho",1329,909,2823,1914,429,-235,664
".Power County, Idaho",-138,618,1173,555,-769,101,-870
".Shoshone County, Idaho",82,-387,1298,1685,463,84,379
".Teton County, Idaho",1977,1011,1377,366,944,229,715
".Twin Falls County, Idaho",9637,4389,11184,6795,5286,1781,3505
".Valley County, Idaho",1538,197,844,647,1318,-84,1402
".Washington County, Idaho",-4,-82,992,1074,81,-59,140
".Adams County, Illinois",-1662,164,7549,7385,-1791,218,-2009
".Alexander County, Illinois",-2477,-66,817,883,-2451,2,-2453
".Bond County, Illinois",-1342,-116,1455,1571,-1245,76,-1321
".Boone County, Illinois",-623,1662,5379,3717,-2305,-76,-2229
".Brown County, Illinois",-359,11,516,505,-371,35,-406
".Bureau County, Illinois",-2352,-440,3129,3569,-1920,163,-2083
".Calhoun County, Illinois",-350,-32,440,472,-321,12,-333
".Carroll County, Illinois",-1089,-429,1304,1733,-654,33,-687
".Cass County, Illinois",-1494,275,1608,1333,-1793,412,-2205
".Champaign County, Illinois",8608,9965,21826,11861,-1487,17279,-18766
".Christian County, Illinois",-2491,-634,3185,3819,-1857,31,-1888
".Clark County, Illinois",-894,-146,1721,1867,-743,-23,-720
".Clay County, Illinois",-631,-122,1449,1571,-503,22,-525
".Clinton County, Illinois",-200,681,3870,3189,-870,10,-880
".Coles County, Illinois",-3255,-104,4603,4707,-3179,520,-3699
".Cook County, Illinois",-44793,255008,627223,372215,-299551,145652,-445203
".Crawford County, Illinois",-1151,-205,1935,2140,-946,21,-967
".Cumberland County, Illinois",-279,90,1142,1052,-364,48,-412
".DeKalb County, Illinois",-265,4318,10877,6559,-4655,1948,-6603
".De Witt County, Illinois",-920,-95,1615,1710,-820,3,-823
".Douglas County, Illinois",-512,581,2389,1808,-1088,56,-1144
".DuPage County, Illinois",6180,41538,98194,56656,-35680,24441,-60121
".Edgar County, Illinois",-1415,-514,1677,2191,-900,17,-917
".Edwards County, Illinois",-326,48,707,659,-373,2,-375
".Effingham County, Illinois",-238,888,4216,3328,-1120,110,-1230
".Fayette County, Illinois",-806,200,2253,2053,-1009,41,-1050
".Ford County, Illinois",-1120,-488,1341,1829,-635,14,-649
".Franklin County, Illinois",-1527,-534,4362,4896,-961,43,-1004
".Fulton County, Illinois",-2731,-1036,3177,4213,-1680,66,-1746
".Gallatin County, Illinois",-759,-256,494,750,-506,0,-506
".Greene County, Illinois",-917,-149,1278,1427,-776,21,-797
".Grundy County, Illinois",975,2017,5646,3629,-1034,37,-1071
".Hamilton County, Illinois",-341,-197,794,991,-134,1,-135
".Hancock County, Illinois",-1396,-138,1750,1888,-1260,27,-1287
".Hardin County, Illinois",-502,-282,302,584,-216,0,-216
".Henderson County, Illinois",-682,-197,589,786,-487,1,-488
".Henry County, Illinois",-1570,2,4900,4898,-1559,21,-1580
".Iroquois County, Illinois",-2605,-669,2820,3489,-1937,47,-1984
".Jackson County, Illinois",-3456,1825,6206,4381,-5416,2015,-7431
".Jasper County, Illinois",-91,118,1058,940,-209,88,-297
".Jefferson County, Illinois",-1141,263,4413,4150,-1384,267,-1651
".Jersey County, Illinois",-1237,-379,1971,2350,-865,196,-1061
".Jo Daviess County, Illinois",-1446,-601,1664,2265,-828,2,-830
".Johnson County, Illinois",-160,-151,1007,1158,-10,-2,-8
".Kane County, Illinois",17081,33229,62019,28790,-16043,2366,-18409
".Kankakee County, Illinois",-3588,1946,12271,10325,-5547,530,-6077
".Kendall County, Illinois",14186,10006,15059,5053,4279,1101,3178
".Knox County, Illinois",-3227,-1115,5149,6264,-2083,754,-2837
".Lake County, Illinois",-6865,30864,72002,41138,-38227,13375,-51602
".LaSalle County, Illinois",-5251,-1035,11039,12074,-4188,384,-4572
".Lawrence County, Illinois",-1225,-349,1512,1861,-879,19,-898
".Lee County, Illinois",-1942,-136,3221,3357,-1809,50,-1859
".Livingston County, Illinois",-3297,-135,3852,3987,-3221,276,-3497
".Logan County, Illinois",-1687,-322,2779,3101,-1378,126,-1504
".McDonough County, Illinois",-2934,-200,2631,2831,-2771,685,-3456
".McHenry County, Illinois",-1108,10823,29724,18901,-12024,1041,-13065
".McLean County, Illinois",1940,8212,18987,10775,-6357,6019,-12376
".Macon County, Illinois",-6768,1045,12367,11322,-7840,463,-8303
".Macoupin County, Illinois",-2837,-936,4243,5179,-1907,34,-1941
".Madison County, Illinois",-6332,2272,28269,25997,-8521,536,-9057
".Marion County, Illinois",-2232,-316,4502,4818,-1907,118,-2025
".Marshall County, Illinois",-1208,-385,1118,1503,-821,10,-831
".Mason County, Illinois",-1307,-471,1267,1738,-837,3,-840
".Massac County, Illinois",-1659,-482,1464,1946,-1181,-9,-1172
".Menard County, Illinois",-509,-50,1132,1182,-460,-36,-424
".Mercer County, Illinois",-997,-369,1359,1728,-627,16,-643
".Monroe County, Illinois",1688,490,3134,2644,1230,-12,1242
".Montgomery County, Illinois",-1691,-510,2772,3282,-1192,-2,-1190
".Morgan County, Illinois",-1887,-265,3387,3652,-1611,352,-1963
".Moultrie County, Illinois",-351,-37,1696,1733,-309,21,-330
".Ogle County, Illinois",-2847,275,4920,4645,-3154,122,-3276
".Peoria County, Illinois",-7317,7323,24104,16781,-14686,3126,-17812
".Perry County, Illinois",-1430,-308,1914,2222,-1130,84,-1214
".Piatt County, Illinois",-381,47,1615,1568,-425,6,-431
".Pike County, Illinois",-869,-165,1699,1864,-698,-7,-691
".Pope County, Illinois",-297,-202,259,461,-96,4,-100
".Pulaski County, Illinois",-826,-160,584,744,-669,20,-689
".Putnam County, Illinois",-267,-50,463,513,-214,8,-222
".Randolph County, Illinois",-1698,-275,3133,3408,-1421,62,-1483
".Richland County, Illinois",-720,-129,1769,1898,-585,23,-608
".Rock Island County, Illinois",-5662,2287,16765,14478,-7933,3469,-11402
".St. Clair County, Illinois",-10392,7359,30827,23468,-17872,1401,-19273
".Saline County, Illinois",-1424,-465,2883,3348,-948,12,-960
".Sangamon County, Illinois",-2793,3359,21261,17902,-6070,2214,-8284
".Schuyler County, Illinois",-776,-261,566,827,-516,50,-566
".Scott County, Illinois",-404,-110,437,547,-296,26,-322
".Shelby County, Illinois",-721,57,2233,2176,-767,21,-788
".Stark County, Illinois",-650,-159,571,730,-496,11,-507
".Stephenson County, Illinois",-3210,-455,4551,5006,-2768,199,-2967
".Tazewell County, Illinois",-3589,1293,14258,12965,-4835,511,-5346
".Union County, Illinois",-1153,-397,1685,2082,-748,25,-773
".Vermilion County, Illinois",-5867,484,9452,8968,-6361,214,-6575
".Wabash County, Illinois",-427,25,1285,1260,-455,276,-731
".Warren County, Illinois",-860,288,1970,1682,-1154,378,-1532
".Washington County, Illinois",-829,25,1433,1408,-855,18,-873
".Wayne County, Illinois",-545,-62,1867,1929,-467,43,-510
".White County, Illinois",-1128,-624,1444,2068,-496,35,-531
".Whiteside County, Illinois",-3326,-196,5861,6057,-3128,-2,-3126
".Will County, Illinois",13163,32421,72136,39715,-19303,4382,-23685
".Williamson County, Illinois",232,172,7163,6991,103,419,-316
".Winnebago County, Illinois",-12692,6759,33257,26498,-19633,3587,-23220
".Woodford County, Illinois",-197,542,4016,3474,-728,91,-819
".Adams County, Indiana",1393,3415,6242,2827,-2028,49,-2077
".Allen County, Indiana",23960,19465,48133,28668,4786,5887,-1101
".Bartholomew County, Indiana",6996,2922,9717,6795,4104,3974,130
".Benton County, Indiana",-88,204,976,772,-296,13,-309
".Blackford County, Indiana",-1008,-227,1226,1453,-785,61,-846
".Boone County, Indiana",11202,2367,6952,4585,8774,485,8289
".Brown County, Indiana",-152,-367,1064,1431,222,-25,247
".Carroll County, Indiana",97,341,2030,1689,-240,72,-312
".Cass County, Indiana",-1281,788,4470,3682,-2089,817,-2906
".Clark County, Indiana",8080,2705,13491,10786,5385,467,4918
".Clay County, Indiana",-663,130,2917,2787,-788,0,-788
".Clinton County, Indiana",-820,745,4072,3327,-1578,145,-1723
".Crawford County, Indiana",-134,-16,1067,1083,-114,11,-125
".Daviess County, Indiana",1697,1875,4951,3076,-163,160,-323
".Dearborn County, Indiana",-569,397,4672,4275,-948,-111,-837
".Decatur County, Indiana",820,651,3096,2445,190,187,3
".DeKalb County, Indiana",1220,1104,4850,3746,141,-42,183
".Delaware County, Indiana",-3535,-272,11071,11343,-3241,1422,-4663
".Dubois County, Indiana",850,1340,5061,3721,-475,586,-1061
".Elkhart County, Indiana",8772,13069,28381,15312,-4216,985,-5201
".Fayette County, Indiana",-1199,-601,2303,2904,-586,76,-662
".Floyd County, Indiana",3943,1328,8242,6914,2661,262,2399
".Fountain County, Indiana",-894,-89,1734,1823,-807,8,-815
".Franklin County, Indiana",-340,393,2354,1961,-734,77,-811
".Fulton County, Indiana",-882,83,2271,2188,-959,-8,-951
".Gibson County, Indiana",156,418,3773,3355,-236,260,-496
".Grant County, Indiana",-4294,-561,7002,7563,-3737,187,-3924
".Greene County, Indiana",-1250,-430,3154,3584,-797,29,-826
".Hamilton County, Indiana",63454,21022,35656,14634,42206,6154,36052
".Hancock County, Indiana",8108,1557,7351,5794,6586,47,6539
".Harrison County, Indiana",1149,336,3956,3620,836,133,703
".Hendricks County, Indiana",24855,6090,16125,10035,18773,2190,16583
".Henry County, Indiana",-1494,-1032,4326,5358,-428,29,-457
".Howard County, Indiana",-204,153,9085,8932,-290,341,-631
".Huntington County, Indiana",-603,111,3895,3784,-705,108,-813
".Jackson County, Indiana",1855,1167,5431,4264,708,908,-200
".Jasper County, Indiana",81,548,3537,2989,-451,42,-493
".Jay County, Indiana",-817,592,2759,2167,-1414,-21,-1393
".Jefferson County, Indiana",-92,-55,3396,3451,-12,103,-115
".Jennings County, Indiana",-794,438,3131,2693,-1229,-17,-1212
".Johnson County, Indiana",18312,5307,16996,11689,13048,2240,10808
".Knox County, Indiana",-1846,94,4143,4049,-1941,116,-2057
".Kosciusko County, Indiana",2101,3086,9530,6444,-924,502,-1426
".LaGrange County, Indiana",2483,4447,6877,2430,-1965,30,-1995
".Lake County, Indiana",-10615,9950,54387,44437,-20531,1263,-21794
".LaPorte County, Indiana",-1578,1109,12075,10966,-2616,81,-2697
".Lawrence County, Indiana",-759,-660,4446,5106,-52,105,-157
".Madison County, Indiana",-2068,-87,13666,13753,-1898,516,-2414
".Marion County, Indiana",61207,59971,133127,73156,1853,31103,-29250
".Marshall County, Indiana",-792,1158,5419,4261,-1949,329,-2278
".Martin County, Indiana",-125,182,1147,965,-304,-3,-301
".Miami County, Indiana",-1389,57,3454,3397,-1453,128,-1581
".Monroe County, Indiana",10469,3414,11884,8470,7104,9055,-1951
".Montgomery County, Indiana",217,569,4195,3626,-328,191,-519
".Morgan County, Indiana",1563,1075,7176,6101,551,283,268
".Newton County, Indiana",-255,-149,1303,1452,-99,140,-239
".Noble County, Indiana",206,1497,5629,4132,-1275,-3,-1272
".Ohio County, Indiana",-223,-57,532,589,-164,10,-174
".Orange County, Indiana",-200,102,2174,2072,-302,88,-390
".Owen County, Indiana",-774,-165,2018,2183,-608,33,-641
".Parke County, Indiana",-412,350,1856,1506,-768,22,-790
".Perry County, Indiana",-169,0,1900,1900,-161,-18,-143
".Pike County, Indiana",-311,-61,1276,1337,-245,58,-303
".Porter County, Indiana",6100,2608,15997,13389,3642,811,2831
".Posey County, Indiana",-485,243,2484,2241,-728,28,-756
".Pulaski County, Indiana",-1029,-143,1237,1380,-893,72,-965
".Putnam County, Indiana",-369,72,3324,3252,-435,313,-748
".Randolph County, Indiana",-1511,80,2761,2681,-1603,36,-1639
".Ripley County, Indiana",-488,282,3119,2837,-762,131,-893
".Rush County, Indiana",-811,-68,1713,1781,-746,17,-763
".St. Joseph County, Indiana",4912,8498,32418,23920,-3494,5168,-8662
".Scott County, Indiana",-322,-272,2583,2855,-44,107,-151
".Shelby County, Indiana",350,484,4662,4178,-102,196,-298
".Spencer County, Indiana",-678,159,2006,1847,-837,-11,-826
".Starke County, Indiana",-367,-89,2445,2534,-259,-18,-241
".Steuben County, Indiana",447,494,3433,2939,-15,83,-98
".Sullivan County, Indiana",-806,-119,2058,2177,-685,-11,-674
".Switzerland County, Indiana",64,164,1134,970,-102,82,-184
".Tippecanoe County, Indiana",22929,10200,20968,10768,12787,15417,-2630
".Tipton County, Indiana",-788,-208,1377,1585,-588,35,-623
".Union County, Indiana",-462,8,662,654,-471,-60,-411
".Vanderburgh County, Indiana",1750,2797,20591,17794,-879,1416,-2295
