County,tot_change,Natural,Births,Deaths,Migration_otal,International,Domestic
".Sagadahoc County, Maine",569,-233,3061,3294,817,30,787
".Somerset County, Maine",-1738,-973,4398,5371,-736,63,-799
".Waldo County, Maine",928,-420,3285,3705,1382,395,987
".Washington County, Maine",-1476,-1230,2703,3933,-220,332,-552
".York County, Maine",10510,-688,17055,17743,11346,570,10776
".Allegany County, Maryland",-4631,-2211,6173,8384,-2401,550,-2951
".Anne Arundel County, Maryland",41603,25269,63840,38571,16706,8234,8472
".Baltimore County, Maryland",22046,15934,90526,74592,6767,24287,-17520
".Calvert County, Maryland",3786,2316,8439,6123,1508,546,962
".Caroline County, Maryland",328,538,3633,3095,-213,474,-687
".Carroll County, Maryland",1306,1043,15065,14022,345,409,-64
".Cecil County, Maryland",1753,1852,10359,8507,-13,498,-511
".Charles County, Maryland",16693,7725,17089,9364,9062,1317,7745
".Dorchester County, Maryland",-694,-125,3420,3545,-548,332,-880
".Frederick County, Maryland",26144,9883,25920,16037,16441,5131,11310
".Garrett County, Maryland",-1125,-295,2631,2926,-820,33,-853
".Harford County, Maryland",10617,5879,24768,18889,4923,2390,2533
".Howard County, Maryland",38567,17385,32172,14787,21350,11338,10012
".Kent County, Maryland",-773,-846,1480,2326,85,54,31
".Montgomery County, Maryland",79404,65198,119798,54600,14268,73211,-58943
".Prince George's County, Maryland",45298,59220,112558,53338,-13467,46700,-60167
".Queen Anne's County, Maryland",2596,554,4377,3823,2087,315,1772
".St. Mary's County, Maryland",8366,5788,12990,7202,2616,1323,1293
".Somerset County, Maryland",-854,-179,2311,2490,-692,302,-994
".Talbot County, Maryland",-600,-940,3099,4039,380,166,214
".Washington County, Maryland",3632,1701,15821,14120,2010,1696,314
".Wicomico County, Maryland",4876,2705,11495,8790,2239,2823,-584
".Worcester County, Maryland",828,-1773,3978,5751,2648,311,2337
".Baltimore city, Maryland",-27280,19351,78867,59516,-46278,16556,-62834
".Barnstable County, Massachusetts",-2890,-12324,14442,26766,9657,3193,6464
".Berkshire County, Massachusetts",-6330,-3812,9885,13697,-2447,2422,-4869
".Bristol County, Massachusetts",16975,4119,52700,48581,13389,12102,1287
".Dukes County, Massachusetts",797,184,1510,1326,615,2,613
".Essex County, Massachusetts",45952,17574,78550,60976,28976,40610,-11634
".Franklin County, Massachusetts",-1201,-907,5507,6414,-247,1399,-1646
".Hampden County, Massachusetts",2757,7070,48103,41033,-4251,22690,-26941
".Hampshire County, Massachusetts",2767,-1715,9775,11490,4413,6245,-1832
".Middlesex County, Massachusetts",108566,56112,160240,104128,53598,106529,-52931
".Nantucket County, Massachusetts",1227,747,1341,594,468,659,-191
".Norfolk County, Massachusetts",35865,13895,66827,52932,22506,30236,-7730
".Plymouth County, Massachusetts",26270,6404,47626,41222,20362,13292,7070
".Suffolk County, Massachusetts",81724,43308,86974,43666,38688,88969,-50281
".Worcester County, Massachusetts",32239,15419,79890,64471,17265,33422,-16157
".Alcona County, Michigan",-538,-1144,561,1705,605,25,580
".Alger County, Michigan",-493,-485,548,1033,-1,23,-24
".Allegan County, Michigan",6681,3682,12481,8799,3069,574,2495
".Alpena County, Michigan",-1189,-912,2494,3406,-250,65,-315
".Antrim County, Michigan",-250,-771,1736,2507,537,54,483
".Arenac County, Michigan",-1020,-824,1123,1947,-179,10,-189
".Baraga County, Michigan",-657,-300,678,978,-353,46,-399
".Barry County, Michigan",2373,889,5850,4961,1520,180,1340
".Bay County, Michigan",-4647,-1418,9713,11131,-3171,186,-3357
".Benzie County, Michigan",240,-503,1414,1917,751,-27,778
".Berrien County, Michigan",-3407,733,16572,15839,-4107,3175,-7282
".Branch County, Michigan",-1725,807,4885,4078,-2535,421,-2956
".Calhoun County, Michigan",-1991,1283,15001,13718,-3249,2544,-5793
".Cass County, Michigan",-502,-296,4487,4783,-174,24,-198
".Charlevoix County, Michigan",188,-455,2134,2589,669,307,362
".Cheboygan County, Michigan",-869,-1078,1907,2985,229,29,200
".Chippewa County, Michigan",-1323,-114,3195,3309,-1224,274,-1498
".Clare County, Michigan",26,-766,3023,3789,812,47,765
".Clinton County, Michigan",4231,1837,7388,5551,2440,752,1688
".Crawford County, Michigan",-52,-445,1146,1591,405,62,343
".Delta County, Michigan",-1285,-712,3328,4040,-545,-8,-537
".Dickinson County, Michigan",-929,-535,2300,2835,-383,7,-390
".Eaton County, Michigan",2507,1528,10652,9124,1070,1481,-411
".Emmet County, Michigan",721,-439,2764,3203,1192,118,1074
".Genesee County, Michigan",-19974,4066,45082,41016,-24248,1840,-26088
".Gladwin County, Michigan",-249,-885,2312,3197,651,37,614
".Gogebic County, Michigan",-2449,-790,1161,1951,-1661,35,-1696
".Grand Traverse County, Michigan",6105,828,8532,7704,5282,142,5140
".Gratiot County, Michigan",-1767,-354,3694,4048,-1415,115,-1530
".Hillsdale County, Michigan",-1086,591,4981,4390,-1664,29,-1693
".Houghton County, Michigan",-941,191,3459,3268,-1155,1258,-2413
".Huron County, Michigan",-2137,-1286,2816,4102,-828,129,-957
".Ingham County, Michigan",11515,10856,30166,19310,539,17538,-16999
".Ionia County, Michigan",796,1978,6760,4782,-1161,65,-1226
".Iosco County, Michigan",-766,-1572,2104,3676,811,48,763
".Iron County, Michigan",-751,-881,848,1729,142,5,137
".Isabella County, Michigan",-441,1762,6129,4367,-2256,1819,-4075
".Jackson County, Michigan",-1723,1215,16506,15291,-2843,698,-3541
".Kalamazoo County, Michigan",14739,9446,28774,19328,5485,4483,1002
".Kalkaska County, Michigan",891,-148,1608,1756,1040,63,977
".Kent County, Michigan",54330,38752,81249,42497,15917,13363,2554
".Keweenaw County, Michigan",-40,-54,151,205,14,3,11
".Lake County, Michigan",309,-520,952,1472,819,31,788
".Lapeer County, Michigan",-709,-214,7446,7660,-472,323,-795
".Leelanau County, Michigan",50,-580,1577,2157,639,128,511
".Lenawee County, Michigan",-1448,216,9501,9285,-1653,365,-2018
".Livingston County, Michigan",11031,3267,16416,13149,7912,671,7241
".Luce County, Michigan",-402,-171,498,669,-232,20,-252
".Mackinac County, Michigan",-315,-511,774,1285,200,220,-20
".Macomb County, Michigan",32933,7316,85503,78187,26331,21809,4522
".Manistee County, Michigan",-189,-1072,1851,2923,893,104,789
".Marquette County, Michigan",-372,-361,5794,6155,24,376,-352
".Mason County, Michigan",455,-350,2709,3059,831,78,753
".Mecosta County, Michigan",655,351,3873,3522,319,430,-111
".Menominee County, Michigan",-1249,-693,1806,2499,-536,5,-541
".Midland County, Michigan",-465,1232,7933,6701,-1688,1160,-2848
".Missaukee County, Michigan",267,169,1667,1498,103,84,19
".Monroe County, Michigan",-1531,841,14053,13212,-2352,285,-2637
".Montcalm County, Michigan",546,1144,6706,5562,-592,92,-684
".Montmorency County, Michigan",-432,-851,601,1452,422,16,406
".Muskegon County, Michigan",1372,3782,19514,15732,-2385,547,-2932
".Newaygo County, Michigan",521,446,5046,4600,91,147,-56
".Oakland County, Michigan",55200,27678,123354,95676,28329,49331,-21002
".Oceana County, Michigan",-103,269,2739,2470,-363,351,-714
".Ogemaw County, Michigan",-691,-1069,1767,2836,396,99,297
".Ontonagon County, Michigan",-1060,-634,283,917,-428,21,-449
".Osceola County, Michigan",-66,197,2456,2259,-250,84,-334
".Oscoda County, Michigan",-397,-399,775,1174,1,11,-10
".Otsego County, Michigan",501,-94,2324,2418,612,66,546
".Ottawa County, Michigan",28035,13813,30841,17028,14368,4109,10259
".Presque Isle County, Michigan",-788,-921,890,1811,143,27,116
".Roscommon County, Michigan",-429,-2170,1557,3727,1733,91,1642
".Saginaw County, Michigan",-9630,1529,20833,19304,-11236,1809,-13045
".St. Clair County, Michigan",-3923,-1737,14289,16026,-2133,631,-2764
".St. Joseph County, Michigan",-339,1502,7324,5822,-1821,320,-2141
".Sanilac County, Michigan",-1936,-337,4075,4412,-1597,66,-1663
".Schoolcraft County, Michigan",-391,-401,623,1024,10,2,8
".Shiawassee County, Michigan",-2546,-128,6473,6601,-2424,94,-2518
".Tuscola County, Michigan",-3477,-277,5078,5355,-3227,92,-3319
".Van Buren County, Michigan",-592,1335,8277,6942,-1936,455,-2391
".Washtenaw County, Michigan",22438,13531,33966,20435,9093,18202,-9109
".Wayne County, Michigan",-71130,48443,215688,167245,-121285,38142,-159427
".Wexford County, Michigan",896,406,3669,3263,510,98,412
".Aitkin County, Minnesota",-306,-888,1070,1958,594,7,587
".Anoka County, Minnesota",26063,20409,38767,18358,5949,3576,2373
".Becker County, Minnesota",1917,691,3889,3198,1259,280,979
".Beltrami County, Minnesota",2745,2505,6316,3811,267,361,-94
".Benton County, Minnesota",2438,2099,5242,3143,353,368,-15
".Big Stone County, Minnesota",-277,-146,541,687,-124,12,-136
".Blue Earth County, Minnesota",3640,2387,6809,4422,1274,1177,97
".Brown County, Minnesota",-885,-173,2535,2708,-705,93,-798
".Carlton County, Minnesota",485,-46,3391,3437,559,69,490
".Carver County, Minnesota",14003,6254,10699,4445,7791,578,7213
".Cass County, Minnesota",1214,110,2999,2889,1110,83,1027
".Chippewa County, Minnesota",-643,102,1500,1398,-750,213,-963
".Chisago County, Minnesota",2689,1610,5264,3654,1096,185,911
".Clay County, Minnesota",5223,3466,7784,4318,1785,979,806
".Clearwater County, Minnesota",123,126,1009,883,1,41,-40
".Cook County, Minnesota",287,-6,423,429,292,178,114
".Cottonwood County, Minnesota",-491,134,1381,1247,-625,24,-649
".Crow Wing County, Minnesota",2543,414,6524,6110,2188,168,2020
".Dakota County, Minnesota",30431,25833,48180,22347,4803,5642,-839
".Dodge County, Minnesota",847,986,2308,1322,-133,117,-250
".Douglas County, Minnesota",2130,78,3848,3770,2080,51,2029
".Faribault County, Minnesota",-900,-359,1368,1727,-545,-4,-541
".Fillmore County, Minnesota",199,213,2370,2157,-4,178,-182
".Freeborn County, Minnesota",-973,-239,3115,3354,-723,228,-951
".Goodhue County, Minnesota",156,346,4745,4399,-162,110,-272
".Grant County, Minnesota",-46,-36,615,651,-8,1,-9
".Hennepin County, Minnesota",113458,74223,151205,76982,40027,45898,-5871
".Houston County, Minnesota",-420,164,1796,1632,-578,25,-603
".Hubbard County, Minnesota",1064,135,2013,1878,938,65,873
".Isanti County, Minnesota",2786,1340,4185,2845,1453,171,1282
".Itasca County, Minnesota",72,-505,4284,4789,625,62,563
".Jackson County, Minnesota",-420,25,1005,980,-446,42,-488
".Kanabec County, Minnesota",93,110,1482,1372,-15,70,-85
".Kandiyohi County, Minnesota",960,1809,5364,3555,-844,1690,-2534
".Kittson County, Minnesota",-254,-129,466,595,-120,20,-140
".Koochiching County, Minnesota",-1085,-413,968,1381,-670,49,-719
".Lac qui Parle County, Minnesota",-635,-231,596,827,-411,40,-451
".Lake County, Minnesota",-221,-327,985,1312,116,63,53
".Lake of the Woods County, Minnesota",-305,-107,311,418,-197,13,-210
".Le Sueur County, Minnesota",1186,981,2991,2010,212,179,33
".Lincoln County, Minnesota",-256,-79,647,726,-171,0,-171
".Lyon County, Minnesota",-384,1313,3354,2041,-1727,853,-2580
".McLeod County, Minnesota",-752,713,3792,3079,-1475,138,-1613
".Mahnomen County, Minnesota",114,354,946,592,-236,3,-239
".Marshall County, Minnesota",-103,284,1014,730,-384,14,-398
".Martin County, Minnesota",-1160,-228,2083,2311,-928,11,-939
".Meeker County, Minnesota",-76,493,2539,2046,-563,156,-719
".Mille Lacs County, Minnesota",180,319,2997,2678,-134,70,-204
".Morrison County, Minnesota",188,550,3500,2950,-347,65,-412
".Mower County, Minnesota",895,1151,4726,3575,-236,1171,-1407
".Murray County, Minnesota",-531,-116,808,924,-416,71,-487
".Nicollet County, Minnesota",1545,1441,3508,2067,112,333,-221
".Nobles County, Minnesota",251,1745,3415,1670,-1524,1377,-2901
".Norman County, Minnesota",-470,-218,679,897,-254,72,-326
".Olmsted County, Minnesota",14025,10459,19814,9355,3649,5038,-1389
".Otter Tail County, Minnesota",1445,-247,6002,6249,1755,432,1323
".Pennington County, Minnesota",189,417,1652,1235,-215,128,-343
".Pine County, Minnesota",-168,3,2570,2567,-166,27,-193
".Pipestone County, Minnesota",-471,95,1133,1038,-569,167,-736
".Polk County, Minnesota",-236,668,3836,3168,-894,393,-1287
".Pope County, Minnesota",256,-7,1150,1157,269,28,241
".Ramsey County, Minnesota",41682,33352,71186,37834,8705,25886,-17181
".Red Lake County, Minnesota",-34,124,456,332,-162,12,-174
".Redwood County, Minnesota",-888,47,1755,1708,-936,44,-980
".Renville County, Minnesota",-1180,-46,1678,1724,-1146,101,-1247
".Rice County, Minnesota",2829,2328,6784,4456,517,1625,-1108
".Rock County, Minnesota",-371,-68,1009,1077,-299,-36,-263
".Roseau County, Minnesota",-464,476,1729,1253,-951,90,-1041
".St. Louis County, Minnesota",-1159,-726,18516,19242,-229,1256,-1485
".Scott County, Minnesota",19105,11518,17305,5787,7654,1932,5722
".Sherburne County, Minnesota",8746,6402,11018,4616,2376,422,1954
".Sibley County, Minnesota",-369,230,1560,1330,-601,114,-715
".Stearns County, Minnesota",10433,9140,18346,9206,1333,5028,-3695
".Steele County, Minnesota",68,1354,4164,2810,-1292,41,-1333
".Stevens County, Minnesota",83,329,1097,768,-245,321,-566
".Swift County, Minnesota",-515,-12,1015,1027,-502,93,-595
".Todd County, Minnesota",-231,1042,2969,1927,-1283,25,-1308
".Traverse County, Minnesota",-299,-180,313,493,-123,13,-136
".Wabasha County, Minnesota",-38,468,2188,1720,-498,53,-551
".Wadena County, Minnesota",-161,-158,1670,1828,9,16,-7
".Waseca County, Minnesota",-526,435,1964,1529,-965,1,-966
".Washington County, Minnesota",24331,12024,26047,14023,12517,2315,10202
".Watonwan County, Minnesota",-314,311,1421,1110,-630,369,-999
".Wilkin County, Minnesota",-369,-53,669,722,-317,-32,-285
".Winona County, Minnesota",-977,519,4348,3829,-1502,521,-2023
".Wright County, Minnesota",13680,9589,16589,7000,4193,541,3652
".Yellow Medicine County, Minnesota",-729,-12,1052,1064,-720,14,-734
".Adams County, Mississippi",-1607,-364,3438,3802,-1282,1485,-2767
".Alcorn County, Mississippi",-109,-217,4017,4234,140,27,113
".Amite County, Mississippi",-839,-170,1212,1382,-673,-13,-660
".Attala County, Mississippi",-1388,-254,2253,2507,-1131,-10,-1121
".Benton County, Mississippi",-469,-76,870,946,-403,-31,-372
".Bolivar County, Mississippi",-3525,750,4522,3772,-4289,119,-4408
".Calhoun County, Mississippi",-596,-48,1599,1647,-539,65,-604
".Carroll County, Mississippi",-650,-156,817,973,-487,-12,-475
".Chickasaw County, Mississippi",-289,576,2274,1698,-863,159,-1022
".Choctaw County, Mississippi",-341,-48,821,869,-286,11,-297
".Claiborne County, Mississippi",-609,168,1082,914,-807,48,-855
".Clarke County, Mississippi",-1187,-166,1764,1930,-1020,6,-1026
".Clay County, Mississippi",-1332,-83,2083,2166,-1246,36,-1282
".Coahoma County, Mississippi",-4021,1015,3790,2775,-5081,-31,-5050
".Copiah County, Mississippi",-1383,364,3359,2995,-1743,150,-1893
".Covington County, Mississippi",-937,-14,2415,2429,-918,36,-954
".DeSoto County, Mississippi",23678,7476,19405,11929,16221,635,15586
".Forrest County, Mississippi",35,2883,9749,6866,-2874,1242,-4116
".Franklin County, Mississippi",-405,-135,792,927,-272,15,-287
".George County, Mississippi",1917,928,3335,2407,994,274,720
".Greene County, Mississippi",-805,22,1227,1205,-847,43,-890
".Grenada County, Mississippi",-1140,-253,2482,2735,-876,-26,-850
".Hancock County, Mississippi",3609,-2,4387,4389,3600,91,3509
".Harrison County, Mississippi",20971,7494,25342,17848,13511,2917,10594
".Hinds County, Mississippi",-13524,10514,30057,19543,-24217,2100,-26317
".Holmes County, Mississippi",-2473,390,2388,1998,-2884,-2,-2882
".Humphreys County, Mississippi",-1309,183,1069,886,-1516,46,-1562
".Issaquena County, Mississippi",-72,6,116,110,-81,0,-81
".Itawamba County, Mississippi",-11,-94,2440,2534,99,40,59
".Jackson County, Mississippi",3948,2679,15016,12337,1332,2567,-1235
".Jasper County, Mississippi",-690,164,1968,1804,-857,-14,-843
".Jefferson County, Mississippi",-742,177,950,773,-930,0,-930
".Jefferson Davis County, Mississippi",-1343,-180,1260,1440,-1164,-5,-1159
".Jones County, Mississippi",330,1851,8820,6969,-1488,144,-1632
".Kemper County, Mississippi",-696,-118,820,938,-585,-4,-581
".Lafayette County, Mississippi",6658,1544,5037,3493,4974,356,4618
".Lamar County, Mississippi",7611,3382,7271,3889,4184,104,4080
".Lauderdale County, Mississippi",-6155,1309,9293,7984,-7503,233,-7736
".Lawrence County, Mississippi",-365,99,1475,1376,-465,-3,-462
".Leake County, Mississippi",-1017,513,2800,2287,-1528,-39,-1489
".Lee County, Mississippi",2526,2301,10727,8426,275,140,135
".Leflore County, Mississippi",-4199,984,4382,3398,-5265,69,-5334
".Lincoln County, Mississippi",-713,266,4065,3799,-960,80,-1040
".Lowndes County, Mississippi",-1184,1716,7305,5589,-2886,912,-3798
".Madison County, Mississippi",11069,2668,11900,9232,8379,1254,7125
".Marion County, Mississippi",-2507,-227,2885,3112,-2290,6,-2296
".Marshall County, Mississippi",-1857,126,3959,3833,-1974,-24,-1950
".Monroe County, Mississippi",-1727,-91,3835,3926,-1631,-19,-1612
".Montgomery County, Mississippi",-1158,-167,1187,1354,-994,24,-1018
".Neshoba County, Mississippi",-574,565,4005,3440,-1129,-25,-1104
".Newton County, Mississippi",-697,191,2670,2479,-882,40,-922
".Noxubee County, Mississippi",-1129,333,1467,1134,-1475,59,-1534
".Oktibbeha County, Mississippi",1930,2372,5188,2816,-479,880,-1359
".Panola County, Mississippi",-506,952,4646,3694,-1441,214,-1655
".Pearl River County, Mississippi",-204,-31,5861,5892,-151,-200,49
".Perry County, Mississippi",-278,81,1302,1221,-360,-26,-334
".Pike County, Mississippi",-1113,431,5119,4688,-1533,22,-1555
".Pontotoc County, Mississippi",2228,1332,4035,2703,895,134,761
".Prentiss County, Mississippi",-148,186,2908,2722,-329,25,-354
".Quitman County, Mississippi",-1430,-50,880,930,-1396,33,-1429
".Rankin County, Mississippi",13219,6699,17019,10320,6585,923,5662
".Scott County, Mississippi",-136,1575,4262,2687,-1712,497,-2209
".Sharkey County, Mississippi",-595,40,605,565,-644,7,-651
".Simpson County, Mississippi",-842,177,2980,2803,-1003,76,-1079
".Smith County, Mississippi",-572,220,1762,1542,-795,4,-799
".Stone County, Mississippi",546,312,1958,1646,211,20,191
".Sunflower County, Mississippi",-4273,151,2955,2804,-4515,43,-4558
".Tallahatchie County, Mississippi",-1576,53,1485,1432,-1644,-78,-1566
".Tate County, Mississippi",-551,473,3128,2655,-1037,20,-1057
".Tippah County, Mississippi",-217,31,2504,2473,-239,28,-267
".Tishomingo County, Mississippi",-220,-785,1856,2641,580,49,531
".Tunica County, Mississippi",-1146,772,1743,971,-1938,50,-1988
".Union County, Mississippi",1672,702,3375,2673,982,311,671
".Walthall County, Mississippi",-1154,-76,1642,1718,-1083,-11,-1072
".Warren County, Mississippi",-3389,835,5682,4847,-4224,152,-4376
".Washington County, Mississippi",-7226,1219,6660,5441,-8517,112,-8629
".Wayne County, Mississippi",-564,557,2613,2056,-1117,-24,-1093
".Webster County, Mississippi",-575,-193,1110,1303,-382,-19,-363
".Wilkinson County, Mississippi",-1248,-124,979,1103,-1132,-7,-1125
".Winston County, Mississippi",-1246,-290,1827,2117,-950,-11,-939
".Yalobusha County, Mississippi",-570,-175,1422,1597,-390,-14,-376
".Yazoo County, Mississippi",1625,447,3169,2722,1142,464,678
".Adair County, Missouri",-263,436,2426,1990,-702,810,-1512
".Andrew County, Missouri",416,204,1715,1511,223,-21,244
".Atchison County, Missouri",-540,-212,473,685,-335,15,-350
".Audrain County, Missouri",-143,382,3126,2744,-514,24,-538
".Barry County, Missouri",188,23,3863,3840,196,242,-46
".Barton County, Missouri",-642,15,1281,1266,-665,12,-677
".Bates County, Missouri",-875,-185,1733,1918,-695,1,-696
".Benton County, Missouri",386,-1198,1496,2694,1587,-13,1600
".Bollinger County, Missouri",-225,-28,1231,1259,-195,-1,-194
".Boone County, Missouri",17811,9621,19338,9717,8202,5626,2576
".Buchanan County, Missouri",-1827,1894,10684,8790,-3707,1749,-5456
".Butler County, Missouri",-314,-215,5034,5249,-55,3,-58
".Caldwell County, Missouri",-398,-79,857,936,-325,14,-339
".Callaway County, Missouri",412,1013,4593,3580,-577,206,-783
".Camden County, Missouri",2289,-662,3736,4398,2938,40,2898
".Cape Girardeau County, Missouri",3197,1381,8407,7026,1875,1219,656
".Carroll County, Missouri",-615,-159,935,1094,-456,12,-468
".Carter County, Missouri",-285,-5,711,716,-284,-10,-274
".Cass County, Missouri",6280,2373,10902,8529,3979,209,3770
".Cedar County, Missouri",367,-247,1627,1874,624,-22,646
".Chariton County, Missouri",-385,-75,788,863,-309,8,-317
".Christian County, Missouri",11181,3796,9403,5607,7363,53,7310
".Clark County, Missouri",-332,-47,713,760,-287,27,-314
".Clay County, Missouri",28042,12600,28265,15665,15486,1568,13918
".Clinton County, Missouri",-356,-197,2106,2303,-160,-40,-120
".Cole County, Missouri",770,2538,8442,5904,-1739,629,-2368
".Cooper County, Missouri",105,48,1805,1757,70,81,-11
".Crawford County, Missouri",-799,-170,2563,2733,-620,-30,-590
".Dade County, Missouri",-318,-332,627,959,10,29,-19
".Dallas County, Missouri",109,130,1901,1771,-22,-25,3
".Daviess County, Missouri",-151,264,1072,808,-410,8,-418
".DeKalb County, Missouri",-337,-132,991,1123,-205,-35,-170
".Dent County, Missouri",-119,-120,1634,1754,7,57,-50
".Douglas County, Missouri",-501,-148,1401,1549,-350,-54,-296
".Dunklin County, Missouri",-2826,-109,3946,4055,-2732,195,-2927
".Franklin County, Missouri",2499,2166,11402,9236,408,97,311
".Gasconade County, Missouri",-500,-436,1440,1876,-48,0,-48
".Gentry County, Missouri",-169,18,839,821,-185,12,-197
".Greene County, Missouri",17907,7037,32289,25252,10948,2430,8518
".Grundy County, Missouri",-410,161,1382,1221,-568,83,-651
".Harrison County, Missouri",-609,-80,974,1054,-526,-24,-502
".Henry County, Missouri",-467,-490,2347,2837,39,-35,74
".Hickory County, Missouri",-85,-652,705,1357,568,-9,577
".Holt County, Missouri",-509,-109,452,561,-401,0,-401
".Howard County, Missouri",-141,157,1087,930,-302,36,-338
".Howell County, Missouri",-269,81,4732,4651,-320,101,-421
".Iron County, Missouri",-490,-378,960,1338,-111,31,-142
".Jackson County, Missouri",28845,29533,87040,57507,-95,6473,-6568
".Jasper County, Missouri",3937,4457,15367,10910,-449,1079,-1528
".Jefferson County, Missouri",6359,5860,24063,18203,693,500,193
".Johnson County, Missouri",1497,2915,6608,3693,-1425,1029,-2454
".Knox County, Missouri",-172,12,467,455,-186,0,-186
".Laclede County, Missouri",127,708,4388,3680,-576,-34,-542
".Lafayette County, Missouri",-661,-59,3419,3478,-593,-23,-570
".Lawrence County, Missouri",-292,393,4601,4208,-672,-121,-551
".Lewis County, Missouri",-433,43,1078,1035,-475,-3,-472
".Lincoln County, Missouri",6477,2665,6841,4176,3839,59,3780
".Linn County, Missouri",-853,-317,1269,1586,-530,37,-567
".Livingston County, Missouri",31,-249,1488,1737,271,41,230
".McDonald County, Missouri",-246,976,3041,2065,-1230,278,-1508
".Macon County, Missouri",-449,-166,1639,1805,-277,43,-320
".Madison County, Missouri",-129,-249,1292,1541,122,42,80
".Maries County, Missouri",-456,-172,757,929,-283,34,-317
".Marion County, Missouri",-251,356,3376,3020,-580,109,-689
".Mercer County, Missouri",-168,4,416,412,-171,10,-181
".Miller County, Missouri",871,191,2767,2576,702,-25,727
".Mississippi County, Missouri",-1196,-197,1465,1662,-997,-30,-967
".Moniteau County, Missouri",527,550,1901,1351,-12,119,-131
".Monroe County, Missouri",-200,-12,860,872,-186,0,-186
".Montgomery County, Missouri",-673,-245,1239,1484,-432,33,-465
".Morgan County, Missouri",60,-322,2408,2730,385,-34,419
".New Madrid County, Missouri",-1864,-131,2097,2228,-1738,0,-1738
".Newton County, Missouri",118,853,6646,5793,-703,133,-836
".Nodaway County, Missouri",-1281,270,2051,1781,-1567,110,-1677
".Oregon County, Missouri",-352,-156,1153,1309,-193,-21,-172
".Osage County, Missouri",-294,190,1396,1206,-485,8,-493
".Ozark County, Missouri",-554,-370,793,1163,-176,-18,-158
".Pemiscot County, Missouri",-2482,307,2467,2160,-2802,-59,-2743
".Perry County, Missouri",165,207,2054,1847,-25,50,-75
".Pettis County, Missouri",125,1359,5384,4025,-1209,288,-1497
".Phelps County, Missouri",-551,669,4748,4079,-1246,1736,-2982
".Pike County, Missouri",-209,180,2019,1839,-390,4,-394
".Platte County, Missouri",15089,4818,10835,6017,10279,1822,8457
".Polk County, Missouri",1019,288,3548,3260,749,-40,789
".Pulaski County, Missouri",325,4516,7312,2796,-4301,2625,-6926
".Putnam County, Missouri",-283,-56,528,584,-224,-6,-218
".Ralls County, Missouri",134,58,919,861,77,0,77
".Randolph County, Missouri",-670,117,2640,2523,-789,42,-831
".Ray County, Missouri",-498,-10,2345,2355,-492,-19,-473
".Reynolds County, Missouri",-420,-239,556,795,-176,0,-176
".Ripley County, Missouri",-818,-180,1560,1740,-630,-18,-612
